par,timeframe,padrao,direcao,sessao,contexto,ocorrencias,taxa_acerto,ic_inf,ic_sup,breakeven,p_binaria,expectativa_r,r_ic_inf,r_ic_sup,p_tradicional,aprovado_binaria,aprovado_tradicional,margem_breakeven,borda_binaria,borda_tradicional
EURUSD,M5,doji,alta,londres_ny,contra,2481,0.49455864570737607,0.47490888837815626,0.5142252272395,0.53475935828877,0.999972059760094,-0.03531942124426301,-0.0867776966248259,0.01909914807491768,0.8965786299725467,False,False,-0.040200712581393905,False,False
EURUSD,M5,harami,alta,londres,contra,2031,0.5164943377646479,0.49475034999839107,0.5381760481293679,0.53475935828877,0.9527102319578528,-0.03571428571428571,-0.0958904109589041,0.02299412915851272,0.8753060667326503,False,False,-0.018265020524122044,False,False
EURUSD,M5,divergencia_rsi,alta,londres,contra,1125,0.5093333333333333,0.48013897463830807,0.5384641691742328,0.53475935828877,0.9589398461580604,-0.037785588752196834,-0.11159929701230228,0.043936731107205626,0.8184646227749709,False,False,-0.025426024955436666,False,False
EURUSD,M5,estrela,baixa,asia,contra,1280,0.5078125,0.4804421335510737,0.5351361139518317,0.53475935828877,0.9749655792622206,-0.03843197540353574,-0.11222136817832437,0.03766333589546503,0.8387601666592245,False,False,-0.02694685828876997,False,False
EURUSD,M5,harami,baixa,londres_ny,contra,1520,0.5019736842105263,0.4768645988255764,0.5270728186565832,0.53475935828877,0.9951419657849763,-0.03878168809424645,-0.1043993891001785,0.03176911766168217,0.8614093629397259,False,False,-0.03278567407824362,False,False
EURUSD,M5,rompimento,baixa,asia,contra,3218,0.4894344313238036,0.4721859019619333,0.5067081557162213,0.53475935828877,0.9999998800369332,-0.03889739663093415,-0.08575803981623277,0.011638591117917305,0.9437515630573745,False,False,-0.04532492696496637,False,False
EURUSD,M5,cruzamento_emas,alta,asia,contra,2494,0.49438652766639934,0.47478828791815786,0.5140020334606777,0.53475935828877,0.9999751673079793,-0.03924646781789639,-0.09105180533751962,0.014913657770800628,0.9214131086442687,False,False,-0.040372830622370626,False,False
EURUSD,M5,inside_bar,baixa,asia,a_favor,8953,0.48330168658550204,0.47295984725102447,0.49365784924671285,0.53475935828877,1.0,-0.04122691292875989,-0.07025065963060687,-0.011873350923482849,0.9975212359783971,False,False,-0.051457671703267926,False,False
EURUSD,M5,rsi_extremo,baixa,londres_ny,contra,1521,0.5220249835634451,0.4968977238412639,0.5470412703488714,0.53475935828877,0.8464605620187372,-0.04122772743307326,-0.1119376812874189,0.030818132910520372,0.8763587305261391,False,False,-0.012734374725324904,False,False
EURUSD,M5,engolfo,baixa,londres_ny,contra,2502,0.5083932853717026,0.4888063908809729,0.5279544460235955,0.53475935828877,0.996113962594045,-0.04178137298709204,-0.09544091480071579,0.014876591471063539,0.9335980905759206,False,False,-0.026366072917067385,False,False
EURUSD,M5,rompimento,alta,londres_ny,contra,1582,0.47281921618204803,0.4483126837861207,0.4974574311760939,0.53475935828877,0.9999996417000304,-0.042073892779897135,-0.11120197449621541,0.024573326564788615,0.885669760072123,False,False,-0.06194014210672194,False,False
EURUSD,M5,pin_bar,alta,londres_ny,a_favor,1283,0.5027279812938426,0.47540182344066245,0.5300378520935831,0.53475935828877,0.9899913164637432,-0.0431050192579202,-0.11854582316738868,0.035432419769906874,0.866616404643941,False,False,-0.03203137699492742,False,False
EURUSD,M5,divergencia_rsi,baixa,londres,contra,1078,0.5278293135435993,0.4979820048172936,0.5574789867270733,0.53475935828877,0.6869463684985535,-0.043198529411764705,-0.12867647058823528,0.034076286764705505,0.8456979388084607,False,False,-0.0069300447451706715,False,False
EURUSD,M5,engolfo,baixa,londres_ny,a_favor,2751,0.48127953471464924,0.4626476173137865,0.49996366121543506,0.53475935828877,0.9999999912159164,-0.0437090258812167,-0.09468330909790437,0.0072929286159164036,0.950501861789507,False,False,-0.05347982357412073,False,False
EURUSD,M5,rompimento,baixa,ny,contra,1715,0.47463556851311955,0.4510851956333238,0.4982993159203532,0.53475935828877,0.9999997255831147,-0.04477005060665648,-0.10753907446604673,0.020914495244240203,0.9093628664558304,False,False,-0.060123789775650416,False,False
EURUSD,M5,inside_bar,alta,londres_ny,contra,6019,0.506064130254195,0.49343369054763797,0.518686834373882,0.53475935828877,0.9999961197847552,-0.045101622459316607,-0.07883230545303781,-0.01032182192800196,0.9940924046010107,False,False,-0.028695228034574916,False,False
EURUSD,M5,cruzamento_emas,baixa,londres,a_favor,1010,0.47326732673267324,0.4426349901293848,0.5041022442476615,0.53475935828877,0.9999598698441909,-0.04518664047151277,-0.12475442043222004,0.043222003929273084,0.8486549580019783,False,False,-0.06149203155609673,False,False
EURUSD,M5,cruzamento_emas,baixa,asia,contra,2846,0.4968376669009136,0.47848504105966233,0.5151988181093146,0.53475935828877,0.9999764703172126,-0.04540727902946274,-0.09532062391681109,0.005571923743500725,0.9594643549151061,False,False,-0.03792169138785639,False,False
EURUSD,M5,estrela,alta,pos_ny,contra,280,0.5178571428571429,0.45948460282105097,0.5757463322282123,0.53475935828877,0.7348883589586126,-0.045936395759717315,-0.2049469964664311,0.13427561837455831,0.7093540502603353,False,False,-0.016902215431627066,False,False
EURUSD,M5,harami,alta,asia,a_favor,2821,0.49734136830911024,0.47890693643633203,0.5157830310472725,0.53475935828877,0.9999681276644948,-0.04612159329140461,-0.09538784067085954,0.004219077568134029,0.9612352135314438,False,False,-0.03741798997965973,False,False
